Parcel_No,Draw_Acres,Deed_Acres,Realkey,Ownkey,house_no,street_nam,full_add,curr_val,valchgdate,qPub_Link
016 000,3.82695,0,0,0,0,,0,0,,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+000
M05 000,21.6962,0,0,0,0,,0,0,,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+000
M08 119,0.157976,0.16,6692,16209,0,N MASONIC STREET,0 N MASONIC STREET,2081,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M08+119
M09 001,0.465105,0,3578,9463,834,CLEVELAND AVENUE,834 CLEVELAND AVENUE,66067,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+001
M09 002,0.424172,0,3579,9464,826,CLEVELAND AVENUE,826 CLEVELAND AVENUE,57329,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+002
M09 003,0.85798,0,3580,9465,837,COLLEGE AVENUE,837 COLLEGE AVENUE,104239,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+003
M09 005,0.225306,0.21,3581,9466,217,WALNUT STREET,217 WALNUT STREET,2,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+005
M09 006,0.221822,0.21,3582,9467,0,WALNUT STREET,0 WALNUT STREET,1,7/27/1995,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+006
M09 007,0.439917,0,3583,9468,0,WALNUT STREET,0 WALNUT STREET,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+007
M09 010,0.695721,0.68,3584,8072,833,E WINTHROPE AVENUE,833 E WINTHROPE AVENUE,282250,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+010
M09 011,0.912214,1.15,3585,9470,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,66510,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+011
M09 012,0.294615,0.26,3586,14563,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,10655,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+012
M09 013,0.513592,0.53,3587,9472,0,COTTON AVENUE,0 COTTON AVENUE,133070,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+013
M09 013A,1.15989,0.58,3588,14564,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,241745,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+013A
M09 014,1.55884,1.5,3589,9474,836,E WINTHROPE AVENUE,836 E WINTHROPE AVENUE,587903,1/31/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+014
M09 016,0.349358,0.35,3590,9475,0,COTTON AVENUE,0 COTTON AVENUE,83070,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+016
M09 019,0.132639,0.11,3591,9477,803,COTTON AVENUE,803 COTTON AVENUE,7000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+019
M09 020,0.842317,0.83,3592,9477,804,E WINTHROPE AVENUE,804 E WINTHROPE AVENUE,734249,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+020
M09 021,0.17899,0.17,3593,15920,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,33540,4/15/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+021
M09 022,0.21928,0.22,3594,15656,809,E WINTHROPE AVENUE,809 E WINTHROPE AVENUE,48220,6/16/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+022
M09 023,0.187963,0.19,3595,16099,214,N MASONIC STREET,214 N MASONIC STREET,29690,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+023
M09 024,0.413296,0.39,3596,9481,0,N MASONIC STREET,0 N MASONIC STREET,16988,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+024
M09 025,1.20836,1.22,3597,9482,242,N MASONIC STREET,242 N MASONIC STREET,467370,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+025
M09 026,0.26751,0,3598,9483,306,N MASONIC STREET,306 N MASONIC STREET,72529,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+026
M09 027,0.26885,0,3599,15356,312,N MASONIC STREET,312 N MASONIC STREET,37680,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+027
M09 028,0.354766,0,3600,8072,0,N MASONIC STREET,0 N MASONIC STREET,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+028
M09 029,0.363652,0,3601,14890,330,N MASONIC STREET,330 N MASONIC STREET,34752,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+029
M09 030,0.24135,0.28,3602,9464,334,N MASONIC STREET,334 N MASONIC STREET,3185,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+030
M09 031,0.258355,0,3603,9488,340,N MASONIC STREET,340 N MASONIC STREET,45352,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+031
M09 032,0.743137,0,3604,15748,339,N MASONIC STREET,339 N MASONIC STREET,133155,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+032
M09 033,0.81328,0,3605,9490,325,N MASONIC STREET,325 N MASONIC STREET,103769,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+033
M09 034,0.234115,0,3606,15848,305,N MASONIC STREET,305 N MASONIC STREET,86750,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+034
M09 035,0.174468,0,3607,16394,727,COLLEGE AVENUE,727 COLLEGE AVENUE,52414,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+035
M09 036,0.270712,0,3608,9493,726,COLLEGE AVENUE,726 COLLEGE AVENUE,44578,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+036
M09 037,0.160999,0,3609,9494,241,N MASONIC STREET,241 N MASONIC STREET,38007,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+037
M09 038,0.21274,0,3610,14848,235,N MASONIC STREET,235 N MASONIC STREET,59113,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+038
M09 039,0.321106,0,3611,16345,0,N MASONIC STREET,0 N MASONIC STREET,17496,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+039
M09 040,0.535798,0.53,3612,9497,735,E WINTHROPE AVENUE,735 E WINTHROPE AVENUE,549270,2/28/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+040
M09 040A,0.00361473,0.01,6606,7960,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,10,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+040A
M09 041,0.271624,0.27,3613,9498,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,66115,2/27/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+041
M09 042,0.518109,0.53,3614,9499,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,46910,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+042
M09 043,0.388173,0.42,3615,9500,724,E WINTHROPE AVENUE,724 E WINTHROPE AVENUE,43700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+043
M09 043A,0.00366485,0,3616,7369,0,,0,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+043A
M09 044,0.357607,0.3,3617,9502,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,25627,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+044
M09 045,0.352856,0.34,3618,9503,0,COTTON AVENUE,0 COTTON AVENUE,85180,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+045
M09 047,0.126933,0.12,3619,9504,723,COTTON AVENUE,723 COTTON AVENUE,24200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+047
M09 048,0.0818874,0.07,3620,9505,0,COTTON AVENUE,0 COTTON AVENUE,20980,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+048
M09 049,0.146372,0.16,3621,9506,717,COTTON AVENUE,717 COTTON AVENUE,22900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+049
M09 050,0.164285,0.12,3622,16251,707,COTTON AVENUE,707 COTTON AVENUE,61800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+050
M09 051,0.0660946,0.06,3623,16251,0,COTTON AVENUE,0 COTTON AVENUE,33500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+051
M09 052,0.0351901,0.04,3624,16251,707,COTTON AVENUE,707 COTTON AVENUE,22300,6/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+052
M09 054,0.46946,0.3,3625,9510,710,E WINTHROPE AVENUE,710 E WINTHROPE AVENUE,203350,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+054
M09 055,0.123967,0.11,3626,9511,711,E WINTHROPE AVENUE,711 E WINTHROPE AVENUE,24000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+055
M09 056,0.102419,0.1,3627,9512,707,E WINTHROPE AVENUE,707 E WINTHROPE AVENUE,35810,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+056
M09 057,0.0788405,0.07,3628,7269,212,HARVEY STREET,212 HARVEY STREET,21000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+057
M09 058,0.101938,0.1,3629,9514,0,HARVEY STREET,0 HARVEY STREET,3000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+058
M09 059,0.420906,0.41,3630,9515,708,COLLEGE AVENUE,708 COLLEGE AVENUE,72253,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+059
M09 060,0.424704,0,3631,16331,716,COLLEGE AVENUE,716 COLLEGE AVENUE,88705,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+060
M09 061,0.376974,0,3632,9517,0,COLLEGE AVENUE,0 COLLEGE AVENUE,56620,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+061
M09 062,0.155281,0,3633,16302,711,COLLEGE AVENUE,711 COLLEGE AVENUE,13529,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+062
M09 063,0.142255,0,3634,15472,301,COLLEGE AVENUE,301 COLLEGE AVENUE,27548,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+063
M09 064,0.928807,0,3635,9520,332,HARVEY STREET,332 HARVEY STREET,86337,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+064
M09 065,0.293695,0,3636,9521,340,HARVEY STREET,340 HARVEY STREET,59646,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+065
M09 066,0.355069,0.31,3637,9522,0,HARVEY STREET,0 HARVEY STREET,2513,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+066
M09 066B,0.478584,0,3638,9523,337,HARVEY STREET,337 HARVEY STREET,79518,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+066B
M09 067,0.331976,0.43,3639,16053,321,HARVEY STREET,321 HARVEY STREET,65732,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+067
M09 068,0.196265,0,3640,15835,307,HARVEY STREET,307 HARVEY STREET,4638,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+068
M09 069,0.196013,0,3641,15834,621,COLLEGE AVENUE,621 COLLEGE AVENUE,102173,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+069
M09 070,2.06904,0,3642,8072,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,192078,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+070
M09 071,0.121916,0.13,3643,9528,614,E WINTHROPE AVENUE,614 E WINTHROPE AVENUE,26450,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+071
M09 072,0.117336,0.13,3644,7369,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,22020,10/14/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+072
M09 073,0.184473,0.1,3645,9530,0,HARVEY STREET,0 HARVEY STREET,4356,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+073
M09 074,0.116947,0.11,3646,9531,0,HARVEY STREET,0 HARVEY STREET,45300,3/26/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+074
M09 075,0.113151,0.11,3647,9532,0,HARVEY STREET,0 HARVEY STREET,41950,3/26/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+075
M09 077,0.0337663,0.03,3648,16559,0,COTTON AVENUE,0 COTTON AVENUE,18900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+077
M09 077A,0.130786,0.11,3649,15421,813,COTTON AVENUE,813 COTTON AVENUE,53380,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+077A
M09 078,0.100191,0.14,3650,9535,0,COTTON AVENUE,0 COTTON AVENUE,45940,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+078
M09 079,0.159891,0,3651,9536,0,COTTON AVENUE,0 COTTON AVENUE,51719,3/28/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+079
M09 079A,0.0534376,0,6494,14501,0,COTTON AVENUE,0 COTTON AVENUE,25857,3/28/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+079A
M09 081,0.122169,0.1,3652,15444,601,COTTON AVENUE,601 COTTON AVENUE,9400,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+081
M09 082,0.102875,0,6287,9539,0,DANIEL STREET,0 DANIEL STREET,1000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+082
M09 083,0.0505302,0.04,3653,9538,118,DANIEL STREET,118 DANIEL STREET,13940,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+083
M09 084,0.0955912,0.1,3654,9539,0,DANIEL STREET,0 DANIEL STREET,41900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+084
M09 085,0.344346,0,3655,9540,608,E WINTHROPE/DANIEL,608 E WINTHROPE/DANIEL,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+085
M09 086,0.164881,0,3656,15836,0,COLLEGE AVENUE,0 COLLEGE AVENUE,1404,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+086
M09 087,0.161244,0,3657,15837,0,COLLEGE/DANIEL ST,0 COLLEGE/DANIEL ST,1404,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+087
M09 088,0.225933,0,3658,9584,320,DANIEL STREET,320 DANIEL STREET,42181,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+088
M09 089,0.299729,0,3659,15094,616,CLEVELAND AVENUE,616 CLEVELAND AVENUE,47797,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+089
M09 090,0.422978,0.45,3660,9545,616,CLEVELAND AVENUE,616 CLEVELAND AVENUE,46160,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+090
M09 091,0.30431,0,3661,9546,534,CLEVELAND AVENUE,534 CLEVELAND AVENUE,39914,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+091
M09 092,0.150289,0,3662,9547,325,DANIEL STREET,325 DANIEL STREET,24734,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+092
M09 093,0.414976,0,3663,9548,547,COLLEGE AVENUE,547 COLLEGE AVENUE,66112,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+093
M09 094,0.375541,0,3664,9549,539,COLLEGE AVENUE,539 COLLEGE AVENUE,30150,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+094
M09 095,0.588523,0.43,3665,15327,527,COLLEGE AVENUE,527 COLLEGE AVENUE,61583,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+095
M09 095A,0.170317,0.16,6286,13577,0,COLLEGE AVENUE,0 COLLEGE AVENUE,1290,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+095A
M09 096,0.548932,0.44,3666,7207,0,COLLEGE AVENUE,0 COLLEGE AVENUE,64790,8/25/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+096
M09 097,0.308821,0,3667,8072,0,COLLEGE/DANIEL,0 COLLEGE/DANIEL,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+097
M09 098,0.613569,0,3668,8072,0,DANIEL STREET,0 DANIEL STREET,95703,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+098
M09 099,0.0527349,0,3669,8072,0,DANIEL STREET,0 DANIEL STREET,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+099
M09 100,0.200092,0.19,3670,9555,547,E WINTHROPE AVENUE,547 E WINTHROPE AVENUE,58080,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+100
M09 101,0.467943,0.45,3671,9556,537,E WINTHROPE AVENUE,537 E WINTHROPE AVENUE,73530,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+101
M09 103,1.94802,2.08,3672,9557,120,E WINTHROPE AVENUE,120 E WINTHROPE AVENUE,627693,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+103
M09 104,0.172547,0.11,3673,9558,553,COTTON AVENUE,553 COTTON AVENUE,48800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+104
M09 105,0.0768044,0.06,3674,15518,545,COTTON AVENUE,545 COTTON AVENUE,16750,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+105
M09 106,0.132226,0.11,3675,9562,0,COTTON AVENUE,0 COTTON AVENUE,14101,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+106
M09 107,0.195919,0.18,3676,16060,535,COTTON AVENUE,535 COTTON AVENUE,55490,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+107
M09 108,0.229188,0.21,3677,9562,531,COTTON AVENUE,531 COTTON AVENUE,29200,5/28/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+108
M09 109,0.167147,0.16,3678,9563,525,COTTON AVENUE,525 COTTON AVENUE,36860,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+109
M09 110,0.087645,0.1,3679,9536,521,COTTON AVENUE,521 COTTON AVENUE,9400,3/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+110
M09 110A,0.0165182,0.02,3680,15091,0,COTTON AVENUE,0 COTTON AVENUE,8980,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+110A
M09 111,0.0927531,0.08,3681,9566,517,COTTON AVENUE,517 COTTON AVENUE,25120,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+111
M09 112,0.0995435,0.07,3682,14154,507,COTTON AVENUE,507 COTTON AVENUE,30860,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+112
M09 112A,0.0291299,0.03,3683,14893,515,COTTON AVENUE,515 COTTON AVENUE,11770,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+112A
M09 112B,0.0336925,0.02,3684,9569,513,COTTON AVENUE,513 COTTON AVENUE,16290,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+112B
M09 112C,0.0336282,0.03,3685,9570,0,COTTON AVENUE,0 COTTON AVENUE,12320,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+112C
M09 113,0.0480066,0.11,5066,10951,0,COTTON AVENUE,0 COTTON AVENUE,23210,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+113
M09 113A,0.0411286,0.1,3687,9572,120,N GRAY STREET,120 N GRAY STREET,28960,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+113A
M09 114,0.187757,0.13,3688,9573,124,N GRAY STREET,124 N GRAY STREET,44723,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+114
M09 115,0.534626,0.51,3689,9574,116,N GRAY STREET,116 N GRAY STREET,102620,2/28/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+115
M09 116,0.116158,0.11,3690,9575,0,N GRAY STREET,0 N GRAY STREET,8056,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+116
M09 117,0.63589,0,3691,16407,516,E WINTHROPE AVENUE,516 E WINTHROPE AVENUE,227331,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+117
M09 118,0.0776807,0.08,3692,9577,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,12600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+118
M09 119,0.147695,0.1,3693,9578,0,E WINTHROPE AVENUE,0 E WINTHROPE AVENUE,11400,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+119
M09 120,0.0712633,0.09,3694,9579,0,E WINTHROPE/GRAY ST,0 E WINTHROPE/GRAY ST,9000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+120
M09 121,0.130758,0.12,3695,9580,0,N GRAY STREET,0 N GRAY STREET,4626,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+121
M09 122,0.208101,0,3696,9581,220,N GRAY STREET,220 N GRAY STREET,35876,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+122
M09 123,0.322708,0,3697,9582,230,N GRAY STREET,230 N GRAY STREET,49826,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+123
M09 124,0.240022,0,3698,9583,0,COLLEGE/GRAY,0 COLLEGE/GRAY,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+124
M09 126,0.586402,0,3699,9584,515,COLLEGE AVENUE,515 COLLEGE AVENUE,74873,2/26/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+126
M09 127,0.258737,0,3700,9585,0,COLLEGE/GRAY,0 COLLEGE/GRAY,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+127
M09 128,0.326917,0,3701,9586,326,N GRAY STREET,326 N GRAY STREET,29681,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+128
M09 129,0.156701,0,3702,16513,504,CLEVELAND AVENUE,504 CLEVELAND AVENUE,23583,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+129
M09 130,0.274757,0,3703,16132,510,CLEVELAND AVENUE,510 CLEVELAND AVENUE,41206,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+130
M09 131,0.243277,0,3704,13481,520,CLEVELAND AVENUE,520 CLEVELAND AVENUE,28608,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+131
M09 132,0.218461,0,3705,16343,526,CLEVELAND AVENUE,526 CLEVELAND AVENUE,59467,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+132
M09 133,0.0596048,0,3706,9591,339,N GRAY STREET,339 N GRAY STREET,20224,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+133
M09 134,0.0757409,0.06,3707,14388,337,N GRAY STREET,337 N GRAY STREET,17571,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+134
M09 135,0.0630874,0,3708,9593,333,N GRAY STREET,333 N GRAY STREET,22086,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+135
M09 136,0.0696021,0,3709,9594,329,N GRAY STREET,329 N GRAY STREET,14515,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M09+136
